tt1,tt2,tt3,tt4,tt5,tt6,tt7,tt8,tt9,tt10,tt11,tt12,tt13,tt14,tt15,tt16,tt17,tt18,tt19,tt20,tt21,tt22,tt23,tt24,tt25,tt26,tt27,tt28,tt29,tt30,tt31,tt32,tt33,tt34,tt35,tt36,tt37,tt38,tt39,tt40,tt41,tt42,tt43,tt44,tt45,tt46,tt47,tt48,tt49,tt50,tt51,tt52,tt53,tt54,tt55,tt56,tt57,tt58,tt59,tt60,tt61,tt62,tt63,tt64,tt65,tt66,tt67,tt68,tt69,tt70,tt71,tt72,tt73,tt74,tt75,tt76,tt77,tt78,tt79,tt80,tt81,tt82,tt83,tt84,tt85,tt86,tt87,tt88,tt89,tt90,tt91,tt92,tt93,tt94,tt95,tt96,tt97,tt98,tt99,tt100,tt101,tt102,tt103,tt104,tt105,tt106,tt107,tt108,tt109,tt110,tt111,tt112,tt113,tt114,tt115,tt116,tt117,tt118,tt119,tt120,tt121,tt122,tt123,tt124,tt125,tt126,tt127,tt128,tt129,tt130,tt131,tt132,tt133,tt134,tt135,tt136,tt137,tt138,tt139,tt140,tt141,tt142,tt143,tt144,tt145,tt146,tt147,tt148,tt149,tt150,tt151,tt152,tt153,tt154,tt155,tt156,tt157,tt158,tt159,tt160,tt161,tt162,tt163,tt164,tt165,tt166,tt167,tt168,tt169,tt170,tt171,tt172,tt173,tt174,tt175,tt176,tt177,tt178,tt179,tt180,tt181,tt182,tt183,tt184,tt185,tt186,tt187,tt188,tt189,tt190,tt191,tt192,tt193,tt194,tt195,tt196,tt197,tt198,tt199,tt200,tt201,tt202,tt203,tt204,tt205,tt206,tt207,tt208,tt209,tt210,tt211
'org.eclipse.pde.core','org.eclipse.pde.internal.core.plugin',4,0,0,0,0,3.153846154,46,861,5.043956044,52,1377,1.362637363,5,372,24,2.25,7,54,0,0,0,11.33333333,35,272,1,1,24,0.208333333,2,5,0.041666667,1,1,0.78021978,4,213,90.875,321,2181,1.842490842,11,503,0,27,13,3,53,0,177,439,61,17,65,12,5,70,24,15,1,4,0,0,602,110,59,38,148,115,225,0,1,0,273,861,126,57,24,32,36,10,233,582,146,4769,728,225,158,12,0,21,14,3,0,144,2,9,24,0,0,38,290,193,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,11653,0,0.002317,0.001115593,2.57E-04,0.004548185,0,0.015189222,0.037672702,0.005234704,0.001458852,0.005577963,0.001029778,4.29E-04,0.006007037,0.002059555,0.001287222,8.58E-05,3.43E-04,0,0,0.051660517,0.009439629,0.005063074,0.003260963,0.012700592,0.009868703,0.019308333,0,8.58E-05,0,0.023427444,0.073886553,0.010812666,0.004891444,0.002059555,0.002746074,0.003089333,8.58E-04,0.019994851,0.04994422,0.012528962,0.409250837,0.062473183,0.019308333,0.01355874,0.001029778,0,0.001802111,0.001201407,2.57E-04,0,0.012357333,1.72E-04,7.72E-04,0.002059555,0,0,0.003260963,0.024886295,0.016562259,8.58E-05,9.44E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02977774
'org.eclipse.pde.core','org.eclipse.pde.internal.core.schema',2,2,0.052631579,1,1,3.266932271,37,820,5.828685259,64,1463,1.561752988,7,392,19,3.105263158,15,59,0,0,0,13,63,247,1,1,19,1.210526316,6,23,0.052631579,1,1,0.756972112,4,190,114.3684211,674,2173,2.342629482,20,588,1,14,20,8,50,0,154,452,27,24,61,9,8,74,19,4,2,5,0,0,443,33,82,52,218,66,355,0,0,0,251,820,161,93,19,23,46,11,225,414,169,4741,831,199,247,15,0,3,21,6,0,76,0,8,19,0,2,52,405,271,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,11739,8.52E-05,0.001192606,0.001703723,6.81E-04,0.004259307,0,0.013118664,0.038504132,0.002300026,0.002044467,0.005196354,7.67E-04,6.81E-04,0.006303774,0.001618537,3.41E-04,1.70E-04,4.26E-04,0,0,0.037737456,0.002811142,0.006985263,0.004429679,0.018570577,0.005622285,0.030241077,0,0,0,0.021381719,0.069852628,0.013714967,0.00792231,0.001618537,0.001959281,0.003918562,9.37E-04,0.01916688,0.035267059,0.014396456,0.40386745,0.070789675,0.01695204,0.021040975,0.001277792,0,2.56E-04,0.001788909,5.11E-04,0,0.006474146,0,6.81E-04,0.001618537,0,1.70E-04,0.004429679,0.034500383,0.023085442,8.52E-05,0.00264077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03390408
'org.eclipse.jdt.core','org.eclipse.jdt.core',6,6,0.055555556,2,3,1.931769723,79,906,5.031982942,141,2360,0.671641791,10,315,54,0.666666667,18,36,0.740740741,1,40,6.407407407,33,346,0.259259259,1,14,3.537037037,64,191,2.018518519,45,109,1.695095949,13,795,67.09259259,932,3623,1.552238806,54,728,3,106,40,26,498,0,225,525,59,81,43,28,80,133,54,7,1,13,0,0,472,25,227,42,279,146,495,0,700,3,473,906,206,365,54,51,74,98,1063,1081,247,8028,1060,825,211,5,0,0,112,12,0,21,29,26,54,0,1,40,561,287,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,21230,1.41E-04,0.004992935,0.001884126,0.001224682,0.023457372,0,0.01059821,0.024729157,0.002779086,0.003815356,0.002025436,0.001318888,0.003768252,0.00626472,0.00254357,3.30E-04,4.71E-05,6.12E-04,0,0,0.02223269,0.001177579,0.010692416,0.001978333,0.01314178,0.006877061,0.023316062,0,0.032972209,1.41E-04,0.022279793,0.042675459,0.00970325,0.017192652,0.00254357,0.002402261,0.003485634,0.004616109,0.050070655,0.050918512,0.01163448,0.378144136,0.049929345,0.038860104,0.009938766,2.36E-04,0,0,0.005275553,5.65E-04,0,9.89E-04,0.001365992,0.001224682,0.00254357,0,4.71E-05,0.001884126,0.02642487,0.013518606,6.59E-04,7.54E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047056053
'org.eclipse.jdt.core','org.eclipse.jdt.core.compiler',0,0,0,0,0,0,0,0,0.08,1,2,0.08,1,2,4,63.25,251,253,0.75,1,3,6.25,12,25,0.25,1,1,0,0,0,0,0,0,0.4,2,10,101,267,404,0.08,1,2,0,0,0,0,6,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,253,0,0,1,237,0,34,0,25,0,0,360,4,0,0,0,283,57,0,766,4,10,0,2,0,0,0,0,0,0,0,0,4,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2418,0,0,0,0,0.00248139,0,0,8.27E-04,0,0,0,0,0,0,0.00165426,0,0,0,0,0,0,0,0.104631927,0,0,4.14E-04,0.098014888,0,0.014061208,0,0.010339123,0,0,0.148883375,0.00165426,0,0,0,0.117038875,0.023573201,0,0.316790736,0.00165426,0.004135649,0,8.27E-04,0,0,0,0,0,0,0,0,0.00165426,0,0,0,0.148883375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00248139
'org.eclipse.jdt.core','org.eclipse.jdt.core.dom',77,45,0.033707865,3,3,2.960646521,69,4213,5.400562193,129,7685,1.432888264,8,2039,89,1.9375,7,186,0.056179775,1,5,14.5,126,1392,0.943820225,1,84,1.614583333,66,155,0.322916667,11,31,0.762473647,5,1085,127.2022472,2575,11321,2.054813774,51,2924,3,195,34,7,193,0,345,2612,380,127,501,34,203,492,89,96,2,1,1,3,1850,704,341,89,928,121,1614,5,1047,1,1427,4230,627,918,89,349,108,136,1510,3203,1414,23342,3767,1127,305,70,0,35,207,38,0,1188,139,37,96,0,23,89,1460,1014,36,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1830,61071,4.91E-05,0.003193005,5.57E-04,1.15E-04,0.003160256,0,0.005649162,0.042769891,0.006222266,0.002079547,0.008203566,5.57E-04,0.003324,0.008056197,0.00145732,0.001571941,3.27E-05,1.64E-05,1.64E-05,4.91E-05,0.03029261,0.011527566,0.005583665,0.00145732,0.015195428,0.0019813,0.026428256,8.19E-05,0.01714398,1.64E-05,0.023366246,0.069263644,0.010266739,0.015031684,0.00145732,0.00571466,0.001768433,0.002226916,0.02472532,0.052447152,0.023153379,0.382210869,0.061682304,0.018453931,0.004994187,0.001146207,0,5.73E-04,0.003389497,6.22E-04,0,0.019452768,0.002276039,6.06E-04,0.001571941,0,3.77E-04,0.00145732,0.023906601,0.016603625,5.89E-04,0.003913478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029965123
'org.eclipse.jdt.core','org.eclipse.jdt.core.eval',0,0,0,0,0,0,0,0,0.05,1,1,0,0,0,3,0,0,0,1,1,3,6.666666667,15,20,0,0,0,3.333333333,10,10,0,0,0,1.85,9,37,26.33333333,56,79,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,10,0,0,9,0,0,33,0,20,0,0,5,3,0,0,0,25,54,0,192,44,37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,514,0,0,0,0,0.021400778,0,0,0,0,0,0,0,0,0.003891051,0.005836576,0,0,0,0,0,0,0,0.019455253,0,0,0.017509728,0,0,0.064202335,0,0.038910506,0,0,0.009727626,0.005836576,0,0,0,0.048638132,0.105058366,0,0.373540856,0.085603113,0.071984436,0,0,0,0,0,0,0,0,0,0,0.005836576,0,0,0,0.019455253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10311284
'org.eclipse.jdt.core','org.eclipse.jdt.core.jdom',2,0,0,0,0,0.252427184,3,26,0.40776699,4,42,0.27184466,2,28,12,0,0,0,0.833333333,1,10,8.583333333,19,103,0.166666667,1,2,0.583333333,7,7,0,0,0,0.524271845,2,54,17.58333333,82,211,0.27184466,2,28,0,0,0,0,11,0,0,28,0,0,0,0,0,11,12,0,0,0,0,0,0,0,7,0,8,5,14,0,105,0,103,26,16,7,12,11,0,0,49,82,25,478,134,54,10,1,0,0,0,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,1357,0,0,0,0,0.008106116,0,0,0.020633751,0,0,0,0,0,0.008106116,0.008843036,0,0,0,0,0,0,0,0.005158438,0,0.005895357,0.003684598,0.010316875,0,0.077376566,0,0.075902727,0.019159912,0.011790715,0.005158438,0.008843036,0.008106116,0,0,0.036109064,0.060427413,0.018422992,0.352247605,0.098747237,0.039793662,0.007369197,7.37E-04,0,0,0,0,0,0,0,0,0.008843036,0,0,0,0.005158438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095062638
'org.eclipse.jdt.core','org.eclipse.jdt.core.search',0,3,0.166666667,1,1,2.3125,15,74,6.78125,45,217,1.25,5,40,6,4.333333333,22,26,0.833333333,1,5,4,11,24,0.166666667,1,1,0.166666667,1,1,1.333333333,8,8,2.09375,10,67,56.33333333,271,338,1.625,9,52,1,4,9,7,36,0,6,56,5,3,9,1,0,22,6,4,0,0,0,0,33,7,27,2,24,24,29,0,64,0,34,74,19,32,6,4,2,1,82,167,15,821,132,76,10,0,0,0,3,1,0,12,2,3,6,0,0,2,61,31,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2028,4.93E-04,0.001972387,0.00443787,0.003451677,0.017751479,0,0.00295858,0.027613412,0.002465483,0.00147929,0.00443787,4.93E-04,0,0.010848126,0.00295858,0.001972387,0,0,0,0,0.016272189,0.003451677,0.013313609,9.86E-04,0.01183432,0.01183432,0.014299803,0,0.031558185,0,0.016765286,0.036489152,0.009368836,0.015779093,0.00295858,0.001972387,9.86E-04,4.93E-04,0.040433925,0.08234714,0.00739645,0.404832347,0.065088757,0.037475345,0.004930966,0,0,0,0.00147929,4.93E-04,0,0.00591716,9.86E-04,0.00147929,0.00295858,0,0,9.86E-04,0.030078895,0.015285996,0,0.00295858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023175542
'org.eclipse.jdt.core','org.eclipse.jdt.core.util',1,0,0,0,0,0,0,0,0.005681818,2,3,0.392045455,1,207,25,10.36,204,259,0.88,1,22,21.12,205,528,0.12,1,3,0.28,6,7,0,0,0,1.106060606,5,584,54.96,445,1374,0.392045455,1,207,0,204,10,9,65,0,205,208,0,0,0,0,101,0,25,0,0,0,0,0,205,1,266,0,0,0,5,1,358,0,528,0,0,255,25,0,0,1,1324,100,0,2018,72,584,204,2,0,0,0,0,0,1,0,0,25,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,7323,0,0.027857435,0.001365561,0.001229005,0.008876144,0,0.027993992,0.02840366,0,0,0,0,0.013792162,0,0.003413901,0,0,0,0,0,0.027993992,1.37E-04,0.036323911,0,0,0,6.83E-04,1.37E-04,0.048887068,0,0.072101598,0,0,0.034821794,0.003413901,0,0,1.37E-04,0.180800218,0.013655606,0,0.275570122,0.009832036,0.079748737,0.027857435,2.73E-04,0,0,0,0,0,1.37E-04,0,0,0.003413901,0,0,0,0.036323911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034821794
'org.eclipse.jdt.core','org.eclipse.jdt.internal.codeassist',4,10,0.5,2,3,8.532467532,56,657,30.05194805,249,2314,2.987012987,17,230,6,5.333333333,15,32,0.666666667,1,4,12,47,72,0.333333333,1,2,1.833333333,10,11,0,0,0,2.974025974,12,229,448.3333333,2092,2690,7.688311688,39,592,3,147,56,15,347,0,257,444,128,17,82,17,70,49,6,12,0,57,4,1,488,80,43,58,335,36,461,0,30,11,79,672,137,266,6,47,62,74,464,659,75,5352,478,252,38,2,0,1,26,6,0,61,4,13,6,0,0,58,395,272,10,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,12923,2.32E-04,0.011375068,0.004333359,0.001160721,0.02685135,0,0.019887023,0.034357347,0.009904821,0.001315484,0.006345276,0.001315484,0.005416699,0.003791689,4.64E-04,9.29E-04,0,0.004410741,3.10E-04,7.74E-05,0.03776213,0.006190513,0.003327401,0.004488122,0.025922773,0.002785731,0.035672831,0,0.002321442,8.51E-04,0.006113132,0.05200031,0.010601254,0.020583456,4.64E-04,0.003636926,0.004797648,0.005726225,0.035904976,0.050994351,0.005803606,0.414145322,0.036988315,0.019500116,0.002940494,1.55E-04,0,7.74E-05,0.002011917,4.64E-04,0,0.004720266,3.10E-04,0.001005958,4.64E-04,0,0,0.004488122,0.030565658,0.021047744,7.74E-04,0.003482164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008434574
'org.eclipse.jdt.core','org.eclipse.jdt.internal.codeassist.complete',1,4,0,0,0,2.092198582,62,295,12.04255319,486,1698,1.695035461,9,239,27,1.481481481,21,40,0,0,0,5.222222222,65,141,1,1,27,0.518518519,6,14,0,0,0,1.070921986,4,151,80.33333333,990,2169,4.617021277,207,651,0,166,12,2,98,0,363,417,104,40,50,9,118,94,27,16,2,0,1,6,491,377,54,17,272,54,628,0,15,0,141,298,51,308,27,154,129,58,323,585,185,3953,376,160,77,24,0,43,52,5,0,412,46,9,27,0,0,17,221,134,11,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,11523,0,0.014405971,0.001041395,1.74E-04,0.00850473,0,0.031502213,0.036188493,0.009025427,0.003471318,0.004339148,7.81E-04,0.010240389,0.008157598,0.00234314,0.001388527,1.74E-04,0,8.68E-05,5.21E-04,0.042610431,0.032717174,0.00468628,0.00147531,0.023604964,0.00468628,0.054499696,0,0.001301744,0,0.012236397,0.025861321,0.004425931,0.02672915,0.00234314,0.013364575,0.011195001,0.005033411,0.028030895,0.050768029,0.016054847,0.343053024,0.032630391,0.013885273,0.006682288,0.002082791,0,0.003731667,0.004512714,4.34E-04,0,0.035754578,0.003992016,7.81E-04,0.00234314,0,0,0.00147531,0.019179033,0.011628916,9.55E-04,0.003297752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019612948
'org.eclipse.jdt.core','org.eclipse.jdt.internal.codeassist.impl',0,2,0,0,0,2.042253521,18,145,10.16901408,130,722,1.563380282,9,111,3,6,11,18,0,0,0,23.66666667,60,71,1,1,3,2,4,6,0,0,0,0.704225352,3,50,310.6666667,745,932,2.802816901,32,199,0,86,17,1,73,0,195,187,58,5,23,7,3,10,3,2,0,13,0,1,283,123,24,13,96,35,147,0,13,0,71,145,27,160,3,22,31,36,170,327,42,1766,147,57,4,1,0,30,3,1,0,140,0,7,3,0,0,13,119,80,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,4969,0,0.017307305,0.003421212,2.01E-04,0.014691085,0,0.039243309,0.037633327,0.011672369,0.001006239,0.004628698,0.001408734,6.04E-04,0.002012477,6.04E-04,4.02E-04,0,0.002616221,0,2.01E-04,0.056953109,0.024753472,0.004829946,0.002616221,0.019319783,0.007043671,0.029583417,0,0.002616221,0,0.014288589,0.029180922,0.005433689,0.032199638,6.04E-04,0.00442745,0.00623868,0.007244918,0.034212115,0.06580801,0.008452405,0.355403502,0.029583417,0.011471121,8.05E-04,2.01E-04,0,0.006037432,6.04E-04,2.01E-04,0,0.028174683,0,0.001408734,6.04E-04,0,0,0.002616221,0.023948481,0.016099819,2.01E-04,0.004829946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024350976
'org.eclipse.jdt.core','org.eclipse.jdt.internal.codeassist.select',1,2,0.111111111,2,2,2.108433735,13,175,8.674698795,54,720,1.734939759,5,144,18,0.277777778,2,5,0,0,0,4.611111111,32,83,1,1,18,0.111111111,2,2,0,0,0,1.156626506,4,96,56.83333333,528,1023,2.674698795,9,222,2,47,11,1,67,0,183,193,41,0,27,0,0,64,18,1,1,0,0,3,255,80,7,6,98,76,190,0,0,0,85,177,29,109,18,35,29,42,148,649,54,2286,222,98,46,15,0,36,0,0,0,112,32,0,18,0,0,6,82,65,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,5888,3.40E-04,0.007982337,0.001868207,1.70E-04,0.011379076,0,0.031080163,0.032778533,0.006963315,0,0.004585598,0,0,0.010869565,0.003057065,1.70E-04,1.70E-04,0,0,5.10E-04,0.043308424,0.013586957,0.001188859,0.001019022,0.016644022,0.012907609,0.032269022,0,0,0,0.014436141,0.030061141,0.004925272,0.018512228,0.003057065,0.005944293,0.004925272,0.007133152,0.02513587,0.110224185,0.009171196,0.388247283,0.037703804,0.016644022,0.0078125,0.002547554,0,0.00611413,0,0,0,0.019021739,0.005434783,0,0.003057065,0,0,0.001019022,0.01392663,0.011039402,0,0.001358696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019701087
'org.eclipse.jdt.core','org.eclipse.jdt.internal.compiler',7,5,0.5,4,8,1.656690141,30,941,7.867957746,222,4469,1.070422535,8,608,16,4.294117647,17,73,0.4375,1,7,32.76470588,151,557,0.5625,1,9,0.470588235,4,8,0.647058824,4,11,1.889084507,24,1073,373.125,2200,5970,1.700704225,33,966,8,848,126,9,465,0,1189,980,122,21,461,29,54,112,16,33,2,0,1,4,1588,197,81,65,403,51,1067,0,120,1,580,942,199,1126,16,468,643,62,1862,1120,184,11684,1252,1109,80,2,0,35,26,6,0,151,9,26,17,0,0,62,738,570,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,31554,2.54E-04,0.026874564,0.003993155,2.85E-04,0.014736642,0,0.037681435,0.031057869,0.003866388,6.66E-04,0.014609875,9.19E-04,0.001711352,0.003549471,5.07E-04,0.001045826,6.34E-05,0,3.17E-05,1.27E-04,0.050326425,0.006243266,0.002567028,0.002059961,0.012771756,0.001616277,0.033815047,0,0.003803004,3.17E-05,0.018381188,0.029853584,0.006306649,0.035684858,5.07E-04,0.014831717,0.020377765,0.001964886,0.059009951,0.035494707,0.005831273,0.370285859,0.039678012,0.035146099,0.002535336,6.34E-05,0,0.00110921,8.24E-04,1.90E-04,0,0.004785447,2.85E-04,8.24E-04,5.39E-04,0,0,0.001964886,0.023388477,0.018064271,4.44E-04,4.12E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01600431
'org.eclipse.jdt.core','org.eclipse.jdt.internal.compiler.ast',9,5,0,0,0,5.123505976,222,3858,14.77556441,499,11126,1.945551129,10,1465,88,2.852272727,21,251,0.011363636,1,1,8.25,33,726,0.988636364,1,87,0.784090909,27,69,0.306818182,20,27,1.564409031,7,1178,159.2045455,1532,14010,4.664010624,145,3512,0,670,77,16,302,0,1533,2699,430,163,217,28,127,189,88,70,7,5,0,31,3281,682,320,185,1735,345,3937,1,119,2,756,3868,835,1738,88,1714,214,275,1450,3502,951,28740,2299,1209,363,53,0,22,421,78,0,917,23,33,89,1,0,185,1366,747,21,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330,70593,0,0.009491026,0.00109076,2.27E-04,0.004278045,0,0.021716034,0.038233253,0.006091256,0.002309011,0.003073959,3.97E-04,0.001799045,0.002677319,0.001246583,9.92E-04,9.92E-05,7.08E-05,0,4.39E-04,0.046477696,0.009661015,0.004533027,0.002620656,0.024577508,0.00488717,0.055770402,1.42E-05,0.00168572,2.83E-05,0.010709277,0.054792968,0.011828368,0.024620005,0.001246583,0.024280028,0.003031462,0.00389557,0.02054028,0.049608318,0.013471591,0.407122519,0.032566968,0.017126344,0.005142153,7.51E-04,0,3.12E-04,0.005963764,0.001104925,0,0.012989957,3.26E-04,4.67E-04,0.001260748,1.42E-05,0,0.002620656,0.019350361,0.010581786,2.97E-04,6.52E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018840395
'org.eclipse.jdt.core','org.eclipse.jdt.internal.compiler.batch',5,1,0.333333333,2,2,8.892857143,202,498,22.76785714,599,1275,2.035714286,7,114,6,5.714285714,23,40,0,0,0,6.714285714,13,47,1,1,6,1,5,7,1.285714286,9,9,1.196428571,4,67,251.5,1127,1509,6.125,129,343,2,65,36,3,98,0,173,292,61,4,17,19,28,93,6,8,3,38,0,1,330,30,48,20,210,53,215,1,6,2,59,502,70,185,6,44,32,46,159,458,66,3216,333,87,159,0,0,0,0,0,0,30,33,16,7,0,0,20,212,131,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,7875,2.54E-04,0.008253968,0.004571429,3.81E-04,0.012444444,0,0.021968254,0.037079365,0.007746032,5.08E-04,0.00215873,0.002412698,0.003555556,0.011809524,7.62E-04,0.001015873,3.81E-04,0.004825397,0,1.27E-04,0.041904762,0.003809524,0.006095238,0.002539683,0.026666667,0.006730159,0.027301587,1.27E-04,7.62E-04,2.54E-04,0.007492063,0.063746032,0.008888889,0.023492063,7.62E-04,0.005587302,0.004063492,0.00584127,0.020190476,0.05815873,0.008380952,0.408380952,0.042285714,0.011047619,0.020190476,0,0,0,0,0,0,0.003809524,0.004190476,0.002031746,8.89E-04,0,0,0.002539683,0.026920635,0.016634921,0.001396825,5.08E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016126984
'org.eclipse.jdt.core','org.eclipse.jdt.internal.compiler.classfmt',3,1,0,0,0,3.463917526,36,336,9.494845361,142,921,1.721649485,8,167,7,10.57142857,22,74,0.142857143,1,1,12.71428571,32,89,0.857142857,1,6,4.285714286,29,30,1.142857143,6,8,0.670103093,3,65,179.5714286,543,1257,3.793814433,50,368,0,109,13,0,102,0,162,229,59,34,19,2,11,56,7,29,1,0,0,0,215,134,104,24,140,27,409,0,54,2,97,336,50,362,7,145,65,42,352,265,123,2349,152,67,55,4,0,4,40,5,0,150,15,2,7,0,0,22,250,116,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,7285,0,0.014962251,0.001784489,0,0.014001373,0,0.022237474,0.031434454,0.008098833,0.004667124,0.002608099,2.75E-04,0.001509952,0.007687028,9.61E-04,0.003980782,1.37E-04,0,0,0,0.029512697,0.01839396,0.014275909,0.003294441,0.01921757,0.003706246,0.056142759,0,0.007412491,2.75E-04,0.013315031,0.046122169,0.006863418,0.049691146,9.61E-04,0.019903912,0.008922443,0.005765271,0.048318463,0.036376115,0.016884008,0.322443377,0.020864791,0.00919698,0.00754976,5.49E-04,0,5.49E-04,0.005490734,6.86E-04,0,0.020590254,0.002059025,2.75E-04,9.61E-04,0,0,0.003019904,0.03431709,0.01592313,0.00164722,2.75E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033905285
'org.eclipse.jdt.core','org.eclipse.jdt.internal.compiler.codegen',5,3,0,0,0,4.475991649,96,2144,15.16283925,169,7263,2.198329854,9,1053,17,10.23529412,77,174,0.176470588,1,3,27.94117647,297,475,0.823529412,1,14,19.23529412,201,327,0.235294118,4,4,0.5782881,6,277,517.6470588,5207,8800,4.561586639,103,2185,0,858,93,25,242,0,1582,1805,41,283,191,303,216,35,17,5,8,0,0,3,3156,639,501,73,735,26,1352,0,176,0,479,2204,58,1847,17,618,943,93,1789,855,328,13885,605,580,103,2,0,1,432,57,0,605,2,303,17,0,0,73,1045,450,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1675,41461,0,0.020694146,0.002243072,6.03E-04,0.00583681,0,0.03815634,0.043534888,9.89E-04,0.006825692,0.004606739,0.007308073,0.005209715,8.44E-04,4.10E-04,1.21E-04,1.93E-04,0,0,7.24E-05,0.076119727,0.015412074,0.012083645,0.001760691,0.017727503,6.27E-04,0.032608958,0,0.004244953,0,0.011553026,0.05315839,0.001398905,0.044547888,4.10E-04,0.014905574,0.022744266,0.002243072,0.043148983,0.020621789,0.007911049,0.334893032,0.014592026,0.01398905,0.002484262,4.82E-05,0,2.41E-05,0.01041943,0.001374786,0,0.014592026,4.82E-05,0.007308073,4.10E-04,0,0,0.001760691,0.025204409,0.010853573,6.51E-04,7.24E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040399411
'org.eclipse.jdt.core','org.eclipse.jdt.internal.compiler.env',0,1,0,0,0,0,0,0,0.208333333,2,15,0.125,1,9,15,1.466666667,15,22,0.933333333,1,14,4.8,14,72,0.066666667,1,1,0,0,0,0,0,0,0.111111111,2,8,10.53333333,33,158,0.125,1,9,0,0,4,0,62,0,3,9,0,0,0,0,0,0,15,0,0,0,0,0,3,3,22,0,0,1,3,0,71,0,72,0,3,19,15,0,0,0,78,81,6,259,33,8,0,0,0,0,0,0,0,3,0,0,15,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,834,0,0,0.004796163,0,0.074340528,0,0.003597122,0.010791367,0,0,0,0,0,0,0.017985612,0,0,0,0,0,0.003597122,0.003597122,0.026378897,0,0,0.001199041,0.003597122,0,0.085131894,0,0.086330935,0,0.003597122,0.022781775,0.017985612,0,0,0,0.09352518,0.097122302,0.007194245,0.310551559,0.039568345,0.009592326,0,0,0,0,0,0,0,0.003597122,0,0,0.017985612,0,0,0,0.026378897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028776978
